time,lon,lat,mode
2016-02-25 17:50:41,116.254615942,39.9232418463,2.0
2016-02-25 17:50:48,116.254606471,39.9232021161,2.0
2016-02-25 17:50:53,116.25448837,39.9231922254,2.0
2016-02-25 17:50:58,116.254397761,39.9231579434,2.0
2016-02-25 17:51:03,116.254315116,39.9231634336,2.0
2016-02-25 17:51:10,116.254263315,39.9231516989,2.0
2016-02-25 17:51:15,116.254228866,39.923134977,2.0
2016-02-25 17:51:37,116.254213946,39.9231452449,2.0
2016-02-25 17:51:42,116.254210929,39.9231573148,2.0
2016-02-25 17:51:47,116.254119901,39.9231700553,2.0
2016-02-25 17:51:53,116.254121997,39.9231677503,2.0
2016-02-25 17:51:58,116.254245713,39.9231737433,2.0
2016-02-25 17:52:04,116.254394744,39.9232027447,2.0
2016-02-25 17:52:09,116.254383177,39.923192435,2.0
2016-02-25 17:52:14,116.254112693,39.9229844381,2.0
2016-02-25 17:52:19,116.253939103,39.9226165982,2.0
2016-02-25 17:52:24,116.253918316,39.9221999757,2.0
2016-02-25 17:52:29,116.253903732,39.9216322275,2.0
2016-02-25 17:52:34,116.253914712,39.9210735737,2.0
2016-02-25 17:52:39,116.253914544,39.9204792967,2.0
2016-02-25 17:52:44,116.253915047,39.9198929826,2.0
2016-02-25 17:52:49,116.253907085,39.919285127,2.0
2016-02-25 17:52:54,116.253903899,39.9186749664,2.0
2016-02-25 17:52:59,116.253887806,39.918070673,2.0
2016-02-25 17:53:04,116.253890069,39.9175189762,2.0
2016-02-25 17:53:09,116.253827373,39.9171214225,2.0
2016-02-25 17:53:15,116.253853189,39.9170761183,2.0
2016-02-25 17:53:20,116.253838269,39.9170855061,2.0
2016-02-25 17:53:25,116.253809603,39.9170687842,2.0
2016-02-25 17:53:30,116.253771046,39.9170157686,2.0
2016-02-25 17:53:35,116.253757971,39.9169653515,2.0
2016-02-25 17:53:40,116.253776914,39.9168870226,2.0
2016-02-25 17:53:45,116.253803484,39.9168166565,2.0
2016-02-25 17:53:50,116.253764257,39.9167630542,2.0
2016-02-25 17:53:54,116.253746068,39.9167289818,2.0
2016-02-25 17:53:59,116.253747577,39.9166960828,2.0
2016-02-25 17:54:04,116.253735842,39.916654341,2.0
2016-02-25 17:54:09,116.25373031,39.9165922311,2.0
2016-02-25 17:54:14,116.253688065,39.9165736232,2.0
2016-02-25 17:54:21,116.253695525,39.9165730784,2.0
2016-02-25 17:54:55,116.253720839,39.9165686779,2.0
2016-02-25 17:55:04,116.253722431,39.9165735813,2.0
2016-02-25 17:55:22,116.253748331,39.916572785,2.0
2016-02-25 17:55:42,116.253743302,39.9165744614,2.0
2016-02-25 17:55:47,116.253723353,39.9165830529,2.0
2016-02-25 17:55:59,116.253716815,39.9165736651,2.0
2016-02-25 17:56:06,116.253703237,39.9165713601,2.0
2016-02-25 17:57:16,116.253675325,39.9165781914,2.0
2016-02-25 17:58:35,116.253690664,39.9166028761,5.0
2016-02-25 17:58:40,116.253689407,39.9166018283,5.0
2016-02-25 17:58:45,116.253772723,39.9166098331,5.0
2016-02-25 17:58:50,116.253773477,39.9166564783,5.0
2016-02-25 17:58:56,116.25376367,39.9166395469,5.0
2016-02-25 17:59:05,116.253712541,39.9166271836,5.0
2016-02-25 17:59:12,116.253736178,39.9166073604,5.0
2016-02-25 17:59:17,116.253752522,39.9165718211,5.0
2016-02-25 17:59:22,116.253803903,39.916573749,5.0
2016-02-25 17:59:27,116.253811279,39.9165939074,5.0
2016-02-25 17:59:31,116.25383609,39.9166088691,5.0
2016-02-25 17:59:36,116.253845561,39.9166242918,5.0
2016-02-25 17:59:41,116.2538464,39.9166141497,5.0
2016-02-25 18:00:03,116.253876658,39.9166152813,5.0
2016-02-25 18:00:08,116.253873389,39.9166145688,5.0
2016-02-25 18:00:15,116.253860649,39.9166189693,5.0
2016-02-25 18:00:24,116.253856374,39.9166208972,5.0
2016-02-25 18:00:29,116.253834749,39.9166173349,5.0
2016-02-25 18:00:41,116.253811028,39.9166164967,5.0
2016-02-25 18:01:17,116.253827959,39.9166280637,5.0
2016-02-25 18:01:22,116.25382754,39.9166083243,5.0
2016-02-25 18:01:27,116.253790744,39.9165669177,5.0
2016-02-25 18:01:32,116.253753612,39.9165504054,5.0
